,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000024.1,59761,60099,338,342,1.01183432,417,1.233727811,264,0.781065089,569,1.683431953,0,0,220,0.650887574,35,0.103550296,797,2.357988166,0,0,678,2.00591716,517,1.529585799,774,2.289940828,PDENDC454_11360,"""unassigned_transcript_3450""; db_xref ""NCBI_GP:EHQ62196.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11360""; product ""hypothetical protein""; protein_id ""EHQ62196.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,60099,60422,323,108,0.334365325,0,0,18,0.055727554,530,1.640866873,296,0.916408669,280,0.866873065,962,2.978328173,486,1.504643963,35,0.108359133,0,0,280,0.866873065,306,0.947368421,PDENDC454_11365,"""unassigned_transcript_3451""; db_xref ""NCBI_GP:EHQ62197.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11365""; product ""hypothetical protein""; protein_id ""EHQ62197.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,60652,61470,818,1982,2.422982885,2125,2.597799511,1944,2.376528117,586,0.716381418,3103,3.793398533,930,1.136919315,2435,2.976772616,2489,3.042787286,3901,4.768948655,1300,1.589242054,1694,2.070904645,3591,4.38997555,PDENDC454_11370,"""unassigned_transcript_3452""; db_xref ""NCBI_GP:EHQ62198.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11370""; note ""COG0789 Predicted transcriptional regulators""; product ""putative transcriptional regulator""; protein_id ""EHQ62198.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,61497,62516,1019,2160,2.119725221,2933,2.878312071,4137,4.05986261,1965,1.928361138,4440,4.357212954,2009,1.971540726,5183,5.086359176,4944,4.851815505,3733,3.663395486,4297,4.216879293,2888,2.834151129,9366,9.191364082,PDENDC454_11375,"""unassigned_transcript_3453""; db_xref ""NCBI_GP:EHQ62199.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11375""; note ""COG1680 Beta-lactamase class C and other penicillin binding proteins""; product ""beta-lactamase class C-like protein""; protein_id ""EHQ62199.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,62763,63191,428,278,0.64953271,197,0.460280374,1052,2.457943925,206,0.481308411,1083,2.530373832,100,0.23364486,2482,5.799065421,1214,2.836448598,3961,9.254672897,1205,2.815420561,2499,5.838785047,1017,2.376168224,PDENDC454_11380,"""unassigned_transcript_3454""; db_xref ""NCBI_GP:EHQ62200.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11380""; note ""COG1598 Uncharacterized conserved protein""; product ""hypothetical protein""; protein_id ""EHQ62200.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,63555,64163,608,17334,28.50986842,18826,30.96381579,21138,34.76644737,11168,18.36842105,22692,37.32236842,12642,20.79276316,79616,130.9473684,70567,116.0641447,152822,251.3519737,80749,132.8108553,156394,257.2269737,77149,126.8898026,PDENDC454_11385,"""unassigned_transcript_3455""; db_xref ""NCBI_GP:EHQ62201.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11385""; note ""COG0693 Putative intracellular protease/amidase""; product ""ThiJ/PfpI domain-containing protein""; protein_id ""EHQ62201.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,64484,65989,1505,129000,85.71428571,122777,81.57940199,119918,79.67973422,57413,38.14817276,109934,73.04584718,108456,72.06378738,60307,40.07109635,59642,39.62923588,96161,63.89435216,69078,45.89900332,51082,33.94152824,67705,44.98671096,PDENDC454_11390,"""unassigned_transcript_3456""; db_xref ""NCBI_GP:EHQ62202.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11390""; note ""COG4767 Glycopeptide antibiotics resistance protein""; product ""VanZ family protein""; protein_id ""EHQ62202.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,66052,66456,404,30148,74.62376238,22510,55.71782178,24377,60.33910891,19262,47.67821782,29230,72.35148515,18932,46.86138614,10715,26.52227723,15082,37.33168317,26219,64.89851485,17984,44.51485149,6909,17.10148515,8535,21.12623762,PDENDC454_11395,"""unassigned_transcript_3457""; db_xref ""NCBI_GP:EHQ62203.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11395""; note ""COG1622 Heme/copper-type cytochrome/quinol oxidases, subunit 2""; product ""hypothetical protein""; protein_id ""EHQ62203.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,66610,68034,1424,81472,57.21348315,81917,57.52598315,50110,35.18960674,34908,24.51404494,72839,51.15098315,47899,33.6369382,40753,28.61867978,43833,30.78160112,28221,19.81811798,30255,21.24648876,28235,19.82794944,41138,28.88904494,PDENDC454_11400,"""unassigned_transcript_3458""; db_xref ""NCBI_GP:EHQ62204.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11400""; note ""COG1249 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes""; product ""dihydrolipoyl dehydrogenase""; protein_id ""EHQ62204.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,68174,69202,1028,249998,243.188716,245260,238.5797665,193337,188.0710117,181825,176.8725681,370821,360.7208171,217351,211.4309339,90192,87.73540856,111607,108.5671206,115367,112.2247082,89684,87.24124514,88014,85.61673152,109854,106.8618677,PDENDC454_11405,"""unassigned_transcript_3459""; db_xref ""NCBI_GP:EHQ62205.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11405""; note ""COG1071 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit""; product ""3-methyl-2-oxobutanoate dehydrogenase""; protein_id ""EHQ62205.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,69196,70176,980,224426,229.0061224,239422,244.3081633,203821,207.9806122,159269,162.5193878,337597,344.4867347,229264,233.9428571,89755,91.58673469,87558,89.34489796,103221,105.327551,75011,76.54183673,68522,69.92040816,89892,91.72653061,PDENDC454_11410,"""unassigned_transcript_3460""; db_xref ""NCBI_GP:EHQ62206.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11410""; note ""COG0022 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit""; product ""transketolase""; protein_id ""EHQ62206.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,70280,71650,1370,377089,275.2474453,446219,325.7072993,367871,268.5189781,248559,181.429927,547866,399.9021898,374222,273.1547445,168279,122.8313869,244855,178.7262774,212894,155.3970803,154010,112.4160584,180462,131.7240876,240489,175.5394161,PDENDC454_11415,"""unassigned_transcript_3461""; db_xref ""NCBI_GP:EHQ62207.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11415""; note ""COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes""; product ""catalytic domain of components of various dehydrogenase complexes""; protein_id ""EHQ62207.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,71716,72441,725,143416,197.8151724,160471,221.3393103,162585,224.2551724,96625,133.2758621,228397,315.0303448,155987,215.1544828,59467,82.02344828,80710,111.3241379,85978,118.5903448,61396,84.68413793,70690,97.50344828,97663,134.7075862,PDENDC454_11420,"""unassigned_transcript_3462""; db_xref ""NCBI_GP:EHQ62208.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11420""; note ""COG0321 Lipoate-protein ligase B""; product ""octanoyltransferase""; protein_id ""EHQ62208.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,72777,73904,1127,271031,240.4889086,339612,301.3416149,243101,215.7062999,179376,159.162378,339733,301.4489796,215794,191.4764862,103423,91.76841171,120427,106.8562555,98743,87.61579414,81365,72.19609583,102887,91.29281278,157478,139.7320319,PDENDC454_11425,"""unassigned_transcript_3463""; db_xref ""NCBI_GP:EHQ62209.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11425""; note ""COG2195 Di- and tripeptidases""; product ""hypothetical protein""; protein_id ""EHQ62209.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,74035,74886,851,118796,139.5957697,150891,177.3102233,137271,161.3055229,86250,101.3513514,148573,174.586369,138756,163.0505288,69955,82.20329025,76448,89.83313749,60753,71.39012926,49905,58.64277321,63200,74.26556992,80908,95.07403055,PDENDC454_11430,"""unassigned_transcript_3464""; db_xref ""NCBI_GP:EHQ62210.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11430""; note ""COG2207 AraC-type DNA-binding domain-containing proteins""; product ""AraC family transcriptional regulator""; protein_id ""EHQ62210.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,75114,76286,1172,1257,1.072525597,1433,1.222696246,2998,2.558020478,1277,1.089590444,1336,1.139931741,2294,1.957337884,1018,0.868600683,2756,2.351535836,2479,2.115187713,1767,1.507679181,772,0.658703072,4042,3.448805461,PDENDC454_11435,"""unassigned_transcript_3465""; db_xref ""NCBI_GP:EHQ62211.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11435""; note ""COG0673 Predicted dehydrogenases and related proteins""; product ""oxidoreductase domain-containing protein""; protein_id ""EHQ62211.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,76371,77648,1277,2311,1.809710258,3698,2.895849648,6811,5.333594362,1656,1.29678935,4909,3.844166014,2838,2.222396241,1683,1.317932655,7603,5.953797964,3809,2.982772122,4121,3.227094753,4722,3.697729052,5051,3.955364135,PDENDC454_11440,"""unassigned_transcript_3466""; db_xref ""NCBI_GP:EHQ62212.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11440""; product ""hypothetical protein""; protein_id ""EHQ62212.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,77654,78421,767,1918,2.50065189,1304,1.700130378,2953,3.850065189,2179,2.840938722,2202,2.870925684,1963,2.559322034,3333,4.345501956,3749,4.887874837,3797,4.950456323,1282,1.671447197,298,0.388526728,1765,2.301173403,PDENDC454_11445,"""unassigned_transcript_3467""; db_xref ""NCBI_GP:EHQ62213.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11445""; note ""COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)""; product ""short-chain dehydrogenase/reductase SDR""; protein_id ""EHQ62213.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,78558,79442,884,3326,3.762443439,1661,1.878959276,5001,5.657239819,1534,1.735294118,5476,6.194570136,1704,1.92760181,2216,2.50678733,4659,5.270361991,2132,2.411764706,1794,2.029411765,1079,1.220588235,4034,4.563348416,PDENDC454_11450,"""unassigned_transcript_3468""; db_xref ""NCBI_GP:EHQ62214.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11450""; note ""COG1082 Sugar phosphate isomerases/epimerases""; product ""xylose isomerase""; protein_id ""EHQ62214.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,79442,80572,1130,6664,5.897345133,2904,2.569911504,3201,2.832743363,2094,1.853097345,4063,3.595575221,4660,4.123893805,5551,4.912389381,6412,5.674336283,5766,5.102654867,3665,3.243362832,4288,3.794690265,6905,6.110619469,PDENDC454_11455,"""unassigned_transcript_3469""; db_xref ""NCBI_GP:EHQ62215.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11455""; note ""COG0673 Predicted dehydrogenases and related proteins""; product ""oxidoreductase domain-containing protein""; protein_id ""EHQ62215.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,80625,81611,986,9626,9.762677485,13467,13.65821501,8369,8.487829615,4355,4.4168357,7257,7.360040568,8548,8.669371197,6577,6.670385396,11055,11.21196755,11324,11.48478702,8643,8.765720081,5349,5.42494929,9757,9.895537525,PDENDC454_11460,"""unassigned_transcript_3470""; db_xref ""NCBI_GP:EHQ62216.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11460""; note ""COG1312 D-mannonate dehydratase""; product ""mannonate dehydratase""; protein_id ""EHQ62216.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,82007,82591,584,13404,22.95205479,16747,28.67636986,18474,31.63356164,11978,20.51027397,22412,38.37671233,14856,25.43835616,7154,12.25,12309,21.07705479,14632,25.05479452,12298,21.05821918,10681,18.28938356,11477,19.65239726,PDENDC454_11465,"""unassigned_transcript_3471""; db_xref ""NCBI_GP:EHQ62217.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11465""; note ""COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes""; product ""NUDIX hydrolase""; protein_id ""EHQ62217.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,82582,83790,1208,84801,70.19950331,113493,93.95115894,107380,88.89072848,75492,62.49337748,136925,113.3485099,96722,80.06788079,74078,61.32284768,81794,67.7102649,97389,80.62003311,49089,40.6365894,69324,57.38741722,77171,63.88327815,PDENDC454_11470,"""unassigned_transcript_3472""; db_xref ""NCBI_GP:EHQ62218.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11470""; note ""COG1379 Uncharacterized conserved protein""; product ""hypothetical protein""; protein_id ""EHQ62218.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,83916,84557,641,34300,53.51014041,32090,50.0624025,38677,60.33853354,23769,37.08112324,47367,73.89547582,34127,53.24024961,29700,46.33385335,29397,45.86115445,41409,64.60062402,21076,32.8798752,21720,33.88455538,26058,40.65210608,PDENDC454_11475,"""unassigned_transcript_3473""; db_xref ""NCBI_GP:EHQ62219.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11475""; note ""COG1300 Uncharacterized membrane protein""; product ""stage II sporulation protein M""; protein_id ""EHQ62219.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,84663,85139,476,203283,427.0651261,178155,374.2752101,252606,530.6848739,114245,240.0105042,209455,440.0315126,131071,275.3592437,149857,314.8256303,178405,374.8004202,187464,393.8319328,124130,260.7773109,150488,316.1512605,163570,343.6344538,PDENDC454_11480,"""unassigned_transcript_3474""; db_xref ""NCBI_GP:EHQ62220.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11480""; note ""COG0735 Fe2+/Zn2+ uptake regulation proteins""; product ""ferric uptake regulator""; protein_id ""EHQ62220.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,85161,86570,1409,388722,275.8850248,361583,256.6238467,601303,426.7586941,222016,157.5699077,411634,292.146203,281273,199.6259759,368922,261.8325053,437153,310.2576295,388205,275.5180979,244093,173.238467,358513,254.4449965,383271,272.0163236,PDENDC454_11485,"""unassigned_transcript_3475""; db_xref ""NCBI_GP:EHQ62221.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11485""; note ""COG1404 Subtilisin-like serine proteases""; product ""peptidase S8/S53 subtilisin kexin sedolisin""; protein_id ""EHQ62221.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,86752,87867,1115,457290,410.1255605,446584,400.5237668,588356,527.6735426,240646,215.826009,397938,356.8950673,270928,242.9847534,343454,308.0304933,461813,414.1820628,412321,369.7946188,266258,238.7964126,462115,414.4529148,461627,414.0152466,PDENDC454_11490,"""unassigned_transcript_3476""; db_xref ""NCBI_GP:EHQ62222.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11490""; note ""COG0686 Alanine dehydrogenase""; product ""alanine dehydrogenase""; protein_id ""EHQ62222.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,87957,88190,233,58764,252.2060086,60805,260.9656652,94505,405.6008584,35695,153.1974249,58278,250.1201717,40733,174.8197425,49265,211.4377682,76879,329.9527897,58930,252.9184549,46372,199.0214592,64536,276.9785408,70974,304.6094421,PDENDC454_11495,"""unassigned_transcript_3477""; db_xref ""NCBI_GP:EHQ62223.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11495""; product ""hypothetical protein""; protein_id ""EHQ62223.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,88323,89294,971,218560,225.0875386,231483,238.3964985,278081,286.3861998,128803,132.6498455,240087,247.2574665,160915,165.7209063,177459,182.7590113,223482,230.1565396,224128,230.8218332,156317,160.9855819,196309,202.1719876,188754,194.3913491,PDENDC454_11500,"""unassigned_transcript_3478""; db_xref ""NCBI_GP:EHQ62224.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11500""; note ""COG4974 Site-specific recombinase XerD""; product ""phage integrase""; protein_id ""EHQ62224.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,89297,90115,818,223739,273.5195599,218184,266.7286064,210712,257.594132,130610,159.6699267,213830,261.405868,126975,155.2261614,134411,164.3166259,160055,195.6662592,151690,185.4400978,106908,130.6943765,152542,186.4816626,154333,188.6711491,PDENDC454_11505,"""unassigned_transcript_3479""; db_xref ""NCBI_GP:EHQ62225.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11505""; note ""COG0005 Purine nucleoside phosphorylase""; product ""Purine nucleoside phosphorylase I""; protein_id ""EHQ62225.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,90153,91478,1325,455249,343.5841509,533329,402.5124528,490060,369.8566038,340815,257.2188679,590219,445.4483019,362970,273.9396226,349757,263.9675472,449262,339.0656604,406318,306.6550943,278534,210.2143396,428169,323.1464151,435864,328.9539623,PDENDC454_11510,"""unassigned_transcript_3480""; db_xref ""NCBI_GP:EHQ62226.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11510""; note ""COG0213 Thymidine phosphorylase""; product ""pyrimidine-nucleoside phosphorylase""; protein_id ""EHQ62226.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,91706,92932,1226,8551,6.974714519,4006,3.267536705,5651,4.609298532,1002,0.817292007,2052,1.673735726,3049,2.486949429,24005,19.57993475,21155,17.25530179,65000,53.01794454,25404,20.72104405,15370,12.53670473,18018,14.69657423,PDENDC454_11515,"""unassigned_transcript_3481""; db_xref ""NCBI_GP:EHQ62227.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11515""; note ""COG1686 D-alanyl-D-alanine carboxypeptidase""; product ""serine-type D-Ala-D-Ala carboxypeptidase""; protein_id ""EHQ62227.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,93025,93375,350,9617,27.47714286,12776,36.50285714,16888,48.25142857,4619,13.19714286,13520,38.62857143,6932,19.80571429,42960,122.7428571,39384,112.5257143,63051,180.1457143,24339,69.54,37978,108.5085714,20093,57.40857143,PDENDC454_11520,"""unassigned_transcript_3482""; db_xref ""NCBI_GP:EHQ62228.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11520""; note ""COG1366 Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)""; product ""anti-sigma f factor antagonist""; protein_id ""EHQ62228.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,93375,93821,446,24946,55.93273543,26124,58.57399103,36463,81.75560538,15221,34.12780269,24244,54.35874439,16831,37.73766816,97584,218.7982063,119420,267.7578475,145652,326.573991,70652,158.4125561,114994,257.8340807,47743,107.0470852,PDENDC454_11525,"""unassigned_transcript_3483""; db_xref ""NCBI_GP:EHQ62229.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11525""; note ""COG2172 Anti-sigma regulatory factor (Ser/Thr protein kinase)""; product ""anti-sigma regulatory factor, serine/threonine protein kinase""; protein_id ""EHQ62229.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,93836,94588,752,43395,57.70611702,38317,50.95345745,47216,62.78723404,20728,27.56382979,35768,47.56382979,21973,29.21941489,178096,236.8297872,187486,249.3164894,245747,326.7912234,106253,141.293883,155786,207.162234,90982,120.9867021,PDENDC454_11530,"""unassigned_transcript_3484""; db_xref ""NCBI_GP:EHQ62230.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11530""; note ""COG1191 DNA-directed RNA polymerase specialized sigma subunit""; product ""sporulation sigma factor SigF""; protein_id ""EHQ62230.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,95983,97737,1754,24195,13.79418472,21530,12.27480046,27560,15.71265678,8493,4.842075257,10599,6.042759407,7714,4.397947548,55049,31.38483466,47945,27.33466363,77172,43.9977195,36793,20.97662486,40856,23.29304447,32659,18.61972634,PDENDC454_11535,"""unassigned_transcript_3485""; db_xref ""NCBI_GP:EHQ62231.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11535""; product ""gera spore germination protein""; protein_id ""EHQ62231.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,97893,99305,1412,105282,74.56232295,103351,73.19475921,78012,55.24929178,65769,46.5786119,94365,66.83073654,61189,43.33498584,93051,65.90014164,103428,73.24929178,99440,70.42492918,67569,47.85339943,52466,37.1572238,63500,44.97167139,PDENDC454_11540,"""unassigned_transcript_3486""; db_xref ""NCBI_GP:EHQ62232.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11540""; note ""COG0019 Diaminopimelate decarboxylase""; product ""diaminopimelate decarboxylase""; protein_id ""EHQ62232.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,99359,99793,434,81358,187.4608295,90212,207.8617512,75824,174.7096774,39807,91.72119816,61801,142.3986175,43055,99.20506912,39833,91.78110599,36373,83.80875576,42750,98.50230415,37336,86.02764977,23361,53.82718894,34374,79.20276498,PDENDC454_11545,"""unassigned_transcript_3487""; db_xref ""NCBI_GP:EHQ62233.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11545""; note ""COG0652 Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family""; product ""cyclophilin type peptidyl-prolyl cis-trans isomerase""; protein_id ""EHQ62233.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,100319,101128,809,10425,12.88627936,8133,10.05315204,8384,10.36341162,6280,7.762669963,11337,14.01359703,8729,10.78986403,7923,9.793572311,12070,14.91965389,14145,17.48454883,12991,16.05809642,3847,4.755253399,4154,5.13473424,PDENDC454_11550,"""unassigned_transcript_3488""; db_xref ""NCBI_GP:EHQ62234.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11550""; note ""COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)""; product ""Glycoside Hydrolase Family 23 protein""; protein_id ""EHQ62234.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,101172,101660,488,9132,18.71311475,8968,18.37704918,6362,13.03688525,6459,13.23565574,10188,20.87704918,7656,15.68852459,5139,10.5307377,7524,15.41803279,9340,19.13934426,16114,33.0204918,3315,6.793032787,6978,14.29918033,PDENDC454_11555,"""unassigned_transcript_3489""; db_xref ""NCBI_GP:EHQ62235.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11555""; note ""COG5652 Predicted integral membrane protein""; product ""VanZ family protein""; protein_id ""EHQ62235.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,102453,103619,1166,100051,85.80703259,138059,118.4039451,100560,86.24356775,73788,63.28301887,146254,125.432247,121076,103.838765,52448,44.98113208,77636,66.58319039,66035,56.63379074,58594,50.25214408,47274,40.54373928,68629,58.85849057,PDENDC454_11560,"""unassigned_transcript_3490""; db_xref ""NCBI_GP:EHQ62236.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11560""; note ""COG0117 Pyrimidine deaminase""; product ""riboflavin biosynthesis protein RibD""; protein_id ""EHQ62236.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,103603,104259,656,65762,100.2469512,96366,146.8993902,75582,115.2164634,60773,92.64176829,83381,127.1051829,76212,116.1768293,43025,65.58689024,51807,78.97408537,46933,71.54420732,26405,40.25152439,33696,51.36585366,49491,75.44359756,PDENDC454_11565,"""unassigned_transcript_3491""; db_xref ""NCBI_GP:EHQ62237.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11565""; note ""COG0307 Riboflavin synthase alpha chain""; product ""riboflavin synthase subunit alpha""; protein_id ""EHQ62237.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,104337,105524,1187,114064,96.09435552,188173,158.5282224,136944,115.3698399,109287,92.06992418,182927,154.1086773,146598,123.5029486,74967,63.15669756,90948,76.62005055,69929,58.91238416,57384,48.34372367,78115,65.80876158,87088,73.36815501,PDENDC454_11570,"""unassigned_transcript_3492""; db_xref ""NCBI_GP:EHQ62238.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11570""; note ""COG0108 3,4-dihydroxy-2-butanone 4-phosphate synthase""; product ""3,4-dihydroxy-2-butanone 4-phosphate synthase""; protein_id ""EHQ62238.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,105582,106046,464,61861,133.3211207,117807,253.8943966,67517,145.5107759,56825,122.4676724,77192,166.362069,73300,157.9741379,36524,78.71551724,48486,104.4956897,31907,68.76508621,29903,64.44612069,43012,92.69827586,46690,100.625,PDENDC454_11575,"""unassigned_transcript_3493""; db_xref ""NCBI_GP:EHQ62239.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11575""; note ""COG0054 Riboflavin synthase beta-chain""; product ""RibH""; protein_id ""EHQ62239.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,106133,106924,791,6810,8.609355247,4586,5.797724399,4929,6.231352718,3361,4.249051833,5209,6.585335019,3272,4.13653603,7109,8.987357775,4106,5.190897598,4103,5.18710493,5610,7.092288243,1764,2.230088496,3823,4.83312263,PDENDC454_11580,"""unassigned_transcript_3494""; db_xref ""NCBI_GP:EHQ62240.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11580""; note ""COG1354 Uncharacterized conserved protein""; product ""scpa/b protein""; protein_id ""EHQ62240.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,106941,107510,569,9252,16.26010545,10380,18.24253076,9977,17.53427065,6352,11.16344464,12793,22.48330404,7898,13.88049209,5762,10.12653779,6760,11.88049209,12076,21.22319859,13548,23.81019332,5502,9.669595782,4885,8.585237258,PDENDC454_11585,"""unassigned_transcript_3495""; db_xref ""NCBI_GP:EHQ62241.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11585""; note ""COG1386 Predicted transcriptional regulator containing the HTH domain""; product ""chromosome segregation and condensation protein ScpB""; protein_id ""EHQ62241.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,107515,108213,698,73062,104.6733524,79508,113.9083095,74181,106.2765043,57156,81.88538682,93348,133.7363897,52943,75.8495702,59020,84.55587393,60661,86.90687679,68042,97.48137536,46689,66.88968481,60752,87.03724928,61980,88.7965616,PDENDC454_11590,"""unassigned_transcript_3496""; db_xref ""NCBI_GP:EHQ62242.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11590""; note ""COG2220 Predicted Zn-dependent hydrolases of the beta-lactamase fold""; product ""beta-lactamase""; protein_id ""EHQ62242.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,108456,109157,701,1594,2.273894437,880,1.255349501,311,0.443651926,394,0.562054208,1185,1.690442225,1425,2.032810271,3650,5.206847361,2530,3.609129815,2637,3.761768902,3261,4.65192582,397,0.566333809,2057,2.934379458,PDENDC454_11595,"""unassigned_transcript_3497""; db_xref ""NCBI_GP:EHQ62243.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11595""; product ""hypothetical protein""; protein_id ""EHQ62243.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,109298,109735,437,196,0.448512586,588,1.345537757,686,1.56979405,0,0,282,0.645308924,291,0.66590389,4186,9.578947368,4453,10.18993135,2670,6.109839817,849,1.942791762,1746,3.995423341,2431,5.562929062,PDENDC454_11600,"""unassigned_transcript_3498""; db_xref ""NCBI_GP:EHQ62244.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11600""; note ""COG3874 Uncharacterized conserved protein""; product ""sporulation protein YtfJ""; protein_id ""EHQ62244.1""; transl_table ""11""; exon_number ""1"";"
